"","crime_date","description","inside_outside","weapon","gender","age","race","ethnicity","location","new_district","neighborhood","latitude","longitude","premise_type","zt","zap"
"17","4/13/2025","Robbery","Inside","Firearm","Male","42","Black or African American","Not Hispanic or Latino","700 N HOWARD ST","Central","Mount Vernon",39.297566,-76.619893,"Bank/financial inst","6:42","p.m."
"18","4/11/2025","Robbery","Outside","Knife/cutting instrument","Male","50","Black or African American","Not Hispanic or Latino","1200 E NORTH AVE","Eastern","East Baltimore Midway",39.311834,-76.602546,"Street","2:30","a.m."
"19","5/5/2025","Robbery","Outside","Personal weapons","Male","26","American Indian or Alaska Native","Not Hispanic or Latino","500 W MULBERRY ST","Central","University Of Maryland",39.293427,-76.623542,"Gas station","3:13","a.m."
"20","5/5/2025","Robbery - commercial","Outside","Personal weapons","None reported","None reported","None reported","None Reported","500 W MULBERRY ST","Central","University Of Maryland",39.293427,-76.623542,"Gas station","3:13","a.m."
"21","5/5/2025","Robbery","Inside","Personal weapons","Male","16","Black or African American","Not Hispanic or Latino","1700 MERIDENE DR","Northeast","Loch Raven",39.368087,-76.584221,"Other/residential","4:00","a.m."
"22","5/5/2025","Robbery","Inside","Personal weapons","Female","59","Black or African American","Unknown","1700 MERIDENE DR","Northeast","Loch Raven",39.368087,-76.584221,"Other/residential","4:00","a.m."
"23","5/5/2025","Robbery","Inside","Unknown","Female","31","Black or African American","Unknown","2600 REISTERSTOWN RD","Western","Mondawmin",39.317486,-76.651593,"Bus/railroad station","8:00","a.m."
"24","5/5/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","5400 REISTERSTOWN RD","Northwest","Woodmere",39.346787,-76.688848,"Wholesaler/store","3:58","p.m."
"25","5/5/2025","Robbery","Inside","Personal weapons","Male","26","Black or African American","Not Hispanic or Latino","5400 REISTERSTOWN RD","Northwest","Woodmere",39.346787,-76.688848,"Wholesaler/store","3:58","p.m."
"26","5/5/2025","Robbery","Outside","Knife/cutting instrument","Male","83","Black or African American","Unknown","700 WOODBOURNE AVE","Northern","Mid-Govans",39.354963,-76.604323,"Vacant lot/woods","8:45","p.m."
"27","5/6/2025","Robbery","Outside","Personal weapons","Female","21","White","Not Hispanic or Latino","300 S BENTALOU ST","Southwest","Millhill",39.283981,-76.652692,"Street","1:00","a.m."
"28","5/6/2025","Robbery","Outside","Personal weapons","Male","44","White","Not Hispanic or Latino","1900 HARFORD RD","Eastern","East Baltimore Midway",39.311978,-76.599427,"Street","2:08","a.m."
"29","5/6/2025","Robbery","Inside","Personal weapons","Male","28","Black or African American","Unknown","500 W PRATT ST","Central","Downtown West",39.286099,-76.622819,"Other/residential","3:30","p.m."
"30","5/6/2025","Robbery","Inside","Knife/cutting instrument","Female","47","None reported","Hispanic or Latino","3800 EASTERN AVE","Southeast","Highlandtown",39.287003,-76.564646,"Convenience store","5:00","p.m."
"31","5/6/2025","Robbery - commercial","Inside","Knife/cutting instrument","None reported","None reported","None reported","None Reported","3800 EASTERN AVE","Southeast","Highlandtown",39.287003,-76.564646,"Convenience store","5:00","p.m."
"32","5/6/2025","Robbery","Inside","Knife/cutting instrument","Female","39","Black or African American","Unknown","3800 EASTERN AVE","Southeast","Highlandtown",39.287003,-76.564646,"Convenience store","5:00","p.m."
"33","5/6/2025","Robbery","Inside","Other","Male","43","None reported","Not Hispanic or Latino","4900 PULASKI HWY","Southeast","Kresson",39.299015,-76.556042,"Office building","5:35","p.m."
"34","5/6/2025","Robbery - commercial","Inside","Other","None reported","None reported","None reported","None Reported","4900 PULASKI HWY","Southeast","Kresson",39.299015,-76.556042,"Office building","5:35","p.m."
"35","5/6/2025","Robbery","Inside","Other","Male","42","White","Not Hispanic or Latino","4900 PULASKI HWY","Southeast","Kresson",39.299015,-76.556042,"Office building","5:35","p.m."
"36","5/6/2025","Robbery","Outside","Handgun","Male","14","Black or African American","Not Hispanic or Latino","1200 WASHINGTON BLVD","Southern","Washington Village/Pigtown",39.281781,-76.63426,"Street","7:45","p.m."
"37","5/6/2025","Robbery","Outside","Handgun","Male","12","Black or African American","Not Hispanic or Latino","1200 WASHINGTON BLVD","Southern","Washington Village/Pigtown",39.281781,-76.63426,"Street","7:45","p.m."
"38","5/6/2025","Robbery - carjacking","Outside","Knife/cutting instrument","Female","48","White","Hispanic or Latino","6200 REISTERSTOWN RD","Northwest","Reisterstown Station",39.354048,-76.699741,"Gas station","8:00","p.m."
"39","5/6/2025","Robbery - carjacking","Outside","Knife/cutting instrument","Female","11","White","Hispanic or Latino","6200 REISTERSTOWN RD","Northwest","Reisterstown Station",39.354048,-76.699741,"Gas station","8:00","p.m."
"40","5/6/2025","Robbery","Inside","Personal weapons","Female","21","Black or African American","Unknown","200 S CAROLINE ST","Central","Perkins",39.289021,-76.597081,"Other/residential","8:27","p.m."
"41","5/7/2025","Robbery","Outside","Motor vehicle vessel","Male","15","White","Not Hispanic or Latino","2600 NORTHSHIRE DR","Southern","Lakeland",39.257166,-76.644288,"Street","12:30","a.m."
"42","5/7/2025","Robbery","Outside","Handgun","Female","15","None reported","Not Hispanic or Latino","2600 NORTHSHIRE DR","Southern","Lakeland",39.257166,-76.644288,"Street","12:30","a.m."
"43","5/7/2025","Robbery","Outside","Unknown","Male","50","Black or African American","Unknown","3000 ORLEANS ST","Southeast","Ellwood Park/Monument",39.295908,-76.574902,"Street","1:00","a.m."
"44","5/7/2025","Robbery","Outside","Knife/cutting instrument","Male","10","Black or African American","Unknown","600 S PULASKI ST","Southwest","Carrollton Ridge",39.279838,-76.648634,"Street","1:30","a.m."
"45","5/7/2025","Robbery","Inside","Personal weapons","Female","47","White","Unknown","800 JACK ST","Southern","Brooklyn",39.231478,-76.600739,"Other/residential","5:07","a.m."
"46","5/7/2025","Robbery","Outside","Other","Male","59","White","Not Hispanic or Latino","100 W WEST ST","Southern","Sharp-Leadenhall",39.275673,-76.617102,"Street","7:30","a.m."
"47","5/7/2025","Robbery","Outside","Handgun","Male","39","White","Not Hispanic or Latino","500 KANE ST","Southeast","Pulaski Industrial Area",39.287694,-76.537169,"Street","9:45","a.m."
"48","5/7/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","6500 REISTERSTOWN RD","Northwest","Reisterstown Station",39.356745,-76.705367,"Wholesaler/store","1:55","p.m."
"49","5/7/2025","Robbery","Inside","Personal weapons","Female","36","Black or African American","Not Hispanic or Latino","6500 REISTERSTOWN RD","Northwest","Reisterstown Station",39.356745,-76.705367,"Wholesaler/store","1:55","p.m."
"50","5/7/2025","Robbery","Outside","Unknown","Male","41","Black or African American","Not Hispanic or Latino","2800 W LAFAYETTE AVE","Western","Mosher",39.298003,-76.663474,"Street","4:40","p.m."
"51","5/7/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","1000 W 36TH ST","Northern","Hampden",39.330944,-76.633137,"Drug store / med  bldg","4:56","p.m."
"52","5/7/2025","Robbery","Inside","Personal weapons","Female","36","White","Not Hispanic or Latino","1000 W 36TH ST","Northern","Hampden",39.330944,-76.633137,"Drug store / med  bldg","4:56","p.m."
"53","5/7/2025","Robbery","Outside","Handgun","Male","15","Black or African American","Not Hispanic or Latino","3500 THE ALAMEDA","Northeast","Ednor Gardens-Lakeside",39.331079,-76.595613,"Street","7:00","p.m."
"54","5/7/2025","Robbery","Outside","Firearm","Male","17","Black or African American","Hispanic or Latino","4600 HARFORD RD","Northeast","Beverly Hills",39.342586,-76.569103,"Street","7:30","p.m."
"55","5/7/2025","Robbery","Outside","Handgun","Male","46","Black or African American","Not Hispanic or Latino","3000 FREDERICK AVE","Southwest","Carroll-South Hilton",39.28009,-76.666575,"Street","11:50","p.m."
"56","4/28/2025","Robbery","Outside","Personal weapons","Male","20","Black or African American","Unknown","400 W MULBERRY ST","Central","Downtown",39.29378,-76.62204,"Gas station","5:30","a.m."
"57","4/28/2025","Robbery","Outside","Firearm","Male","23","Black or African American","Not Hispanic or Latino","2600 GARRISON BLVD","Northwest","Garwyn Oaks",39.317284,-76.67696,"Street","8:00","a.m."
"58","4/28/2025","Robbery - carjacking","Outside","Knife/cutting instrument","Female","62","White","Not Hispanic or Latino","5500 ALHAMBRA AVE","Northern","Mid-Govans",39.356483,-76.605118,"Street","8:55","p.m."
"59","4/29/2025","Robbery","Outside","Personal weapons","Female","15","Black or African American","Unknown","200 E MONTGOMERY ST","Southern","Federal Hill",39.280255,-76.609956,"Street","1:05","a.m."
"60","4/29/2025","Robbery","Outside","Personal weapons","Female","15","Black or African American","Not Hispanic or Latino","200 E MONTGOMERY ST","Southern","Federal Hill",39.280255,-76.609956,"Street","1:05","a.m."
"61","4/29/2025","Robbery - carjacking","Outside","Firearm","Male","40","Black or African American","Not Hispanic or Latino","3800 BONVIEW AVE","Eastern","Belair-Edison",39.314979,-76.562614,"Street","5:35","a.m."
"62","4/29/2025","Robbery - carjacking","Outside","Handgun","Female","55","Black or African American","Unknown","6800 STURBRIDGE DR","Northeast","Hamilton Hills",39.368687,-76.563017,"Street","6:49","a.m."
"63","4/29/2025","Robbery","Outside","Knife/cutting instrument","Female","26","Black or African American","Not Hispanic or Latino","1000 W LAFAYETTE AVE","Western","Sandtown-Winchester",39.299238,-76.634575,"Street","7:00","a.m."
"64","4/29/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","3600 W COLD SPRING LN","Northwest","Ashburton",39.33595,-76.67544,"Convenience store","3:09","p.m."
"65","4/29/2025","Robbery","Inside","Personal weapons","Female","26","Black or African American","Not Hispanic or Latino","3600 W COLD SPRING LN","Northwest","Ashburton",39.33595,-76.67544,"Convenience store","3:09","p.m."
"66","4/29/2025","Robbery","Outside","Personal weapons","Male","16","Black or African American","Not Hispanic or Latino","2500 WINCHESTER ST","Western","Bridgeview/Greenlawn",39.301538,-76.658309,"Street","10:00","p.m."
"67","4/30/2025","Robbery","Outside","Knife/cutting instrument","Male","67","Black or African American","Unknown","300 W SARATOGA ST","Central","Downtown",39.292935,-76.619727,"Street","7:03","a.m."
"68","4/30/2025","Robbery","Inside","Knife/cutting instrument","Male","45","Black or African American","Not Hispanic or Latino","2200 E MONUMENT ST","Southeast","Middle East",39.298756,-76.585724,"Wholesaler/store","2:30","p.m."
"69","4/30/2025","Robbery - commercial","Inside","Knife/cutting instrument","None reported","None reported","None reported","None Reported","2200 E MONUMENT ST","Southeast","Middle East",39.298756,-76.585724,"Wholesaler/store","2:30","p.m."
"70","4/30/2025","Robbery","Outside","Personal weapons","Male","None reported","White","Unknown","600 N PACA ST","Central","Seton Hill",39.295798,-76.622718,"Street","7:10","p.m."
"71","4/30/2025","Robbery","Inside","None reported","Female","15","Black or African American","Not Hispanic or Latino","6900 PARK HEIGHTS AVE","Northwest","Fallstaff",39.364823,-76.702925,"School","8:11","p.m."
"72","4/30/2025","Robbery","Outside","Personal weapons","Male","14","Black or African American","Unknown","1100 E COLD SPRING LN","Northeast","New Northwood",39.345129,-76.599069,"Street","8:20","p.m."
"73","4/30/2025","Robbery","Outside","Handgun","Male","17","Unknown","Hispanic or Latino","100 N HIGHLAND AVE","Southeast","Patterson Park Neighborhood",39.293647,-76.569567,"Street","8:21","p.m."
"74","4/30/2025","Robbery","Inside","Personal weapons","Male","30","Asian","Not Hispanic or Latino","1600 W NORTH AVE","Western","Penn North",39.309993,-76.642728,"Convenience store","8:30","p.m."
"75","4/30/2025","Robbery - commercial","Inside","Blunt object","None reported","None reported","None reported","None Reported","1600 W NORTH AVE","Western","Penn North",39.309993,-76.642728,"Convenience store","8:30","p.m."
"76","4/30/2025","Robbery - carjacking","Outside","Handgun","Male","32","Black or African American","Not Hispanic or Latino","5200 BOWLEYS LN","Northeast","Parkside",39.321919,-76.552971,"Shed/garage","10:20","p.m."
"77","4/30/2025","Robbery","Outside","Motor vehicle vessel","Male","72","White","Unknown","3300 CHESTNUT AVE","Northern","Hampden",39.327072,-76.629228,"Street","10:45","p.m."
"78","4/30/2025","Robbery","Outside","Motor vehicle vessel","Male","40","White","Unknown","3300 CHESTNUT AVE","Northern","Hampden",39.327072,-76.629228,"Street","10:45","p.m."
"79","4/30/2025","Robbery","Inside","Handgun","Male","22","Black or African American","Not Hispanic or Latino","1200 W PRATT ST","Southern","Washington Village/Pigtown",39.285581,-76.636729,"Grocery/confection","11:00","p.m."
"80","4/30/2025","Robbery - commercial","Inside","Handgun","None reported","None reported","None reported","None Reported","1200 W PRATT ST","Southern","Washington Village/Pigtown",39.285581,-76.636729,"Grocery/confection","11:00","p.m."
"81","4/30/2025","Robbery","Inside","Handgun","Male","38","White","Hispanic or Latino","1200 W PRATT ST","Southern","Washington Village/Pigtown",39.285581,-76.636729,"Grocery/confection","11:00","p.m."
"82","5/1/2025","Robbery - carjacking","Outside","Handgun","Male","58","Black or African American","Not Hispanic or Latino","800 MCCULLOH ST","Central","Seton Hill",39.29875,-76.622965,"Street","1:35","a.m."
"83","5/1/2025","Robbery","Inside","Knife/cutting instrument","Male","27","White","Not Hispanic or Latino","2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","9:18","a.m."
"84","5/1/2025","Robbery - commercial","Inside","Knife/cutting instrument","None reported","None reported","None reported","None Reported","2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","9:18","a.m."
"85","5/1/2025","Robbery","Inside","Knife/cutting instrument","Male","27","None reported","Not Hispanic or Latino","2700 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293064,-76.661471,"Convenience store","9:18","a.m."
"86","5/1/2025","Robbery","Inside","Personal weapons","Female","22","Black or African American","Not Hispanic or Latino","1200 E PRESTON ST","Eastern","Oliver",39.305132,-76.601726,"Other/residential","10:19","a.m."
"87","5/1/2025","Robbery","Outside","Personal weapons","Female","15","Black or African American","Hispanic or Latino","2500 W FRANKLIN ST","Southwest","Penrose/Fayette Street Outreach",39.293274,-76.656328,"Street","5:47","p.m."
"88","5/1/2025","Robbery","Outside","Handgun","Male","64","White","Unknown","3500 KENYON AVE","Eastern","Belair-Edison",39.321419,-76.563747,"Street","7:40","p.m."
"89","5/1/2025","Robbery","Outside","None reported","Male","20","White","Unknown","2800 BRENDAN AVE","Eastern","Belair-Edison",39.324627,-76.573305,"Street","9:45","p.m."
"90","5/1/2025","Robbery","Outside","Personal weapons","Female","35","Black or African American","Unknown","5500 HOLABIRD AVE","Southeast","Canton Industrial Area",39.271869,-76.548149,"Street","10:00","p.m."
"91","5/2/2025","Robbery","Inside","Personal weapons","Female","32","None reported","Unknown","10 N CALVERT ST","Central","Downtown",39.290109,-76.612396,"Other/residential","3:00","a.m."
"92","5/2/2025","Robbery","Outside","Knife/cutting instrument","Male","49","White","Unknown","1100 WARD ST","Southern","Washington Village/Pigtown",39.282115,-76.632531,"Street","2:15","p.m."
"93","5/2/2025","Robbery","Inside","Personal weapons","Male","48","Black or African American","Not Hispanic or Latino","4100 PULASKI HWY","Southeast","Kresson",39.297025,-76.562986,"Convenience store","3:30","p.m."
"94","5/2/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","4100 PULASKI HWY","Southeast","Kresson",39.297025,-76.562986,"Convenience store","3:30","p.m."
"95","5/2/2025","Robbery - carjacking","Outside","None reported","Female","64","White","Not Hispanic or Latino","700 WOODBOURNE AVE","Northern","Woodbourne-Mccabe",39.354932,-76.605132,"Street","7:55","p.m."
"96","5/2/2025","Robbery - carjacking","Outside","Handgun","Male","23","Black or African American","Not Hispanic or Latino","3100 PELHAM AVE","Eastern","Belair-Edison",39.323156,-76.568723,"Street","10:57","p.m."
"97","5/3/2025","Robbery","Outside","Handgun","Male","35","Black or African American","Not Hispanic or Latino","2500 W FAIRMOUNT AVE","Southwest","Shipley Hill",39.288285,-76.656778,"Street","1:00","a.m."
"98","5/3/2025","Robbery","Outside","Personal weapons","Male","22","None reported","Unknown","6300 E PRATT ST","Southeast","Hopkins Bayview",39.290657,-76.541024,"Park","6:10","a.m."
"99","5/3/2025","Robbery - carjacking","Outside","Other","Male","40","White","Not Hispanic or Latino","2900 WINCHESTER ST","Western","Winchester",39.301398,-76.665398,"Street","5:10","p.m."
"100","5/3/2025","Robbery - carjacking","Outside","Other","Female","64","White","Not Hispanic or Latino","700 WOODBOURNE AVE","Northern","Mid-Govans",39.354963,-76.604323,"Park","6:45","p.m."
"101","5/3/2025","Robbery - carjacking","Outside","Personal weapons","Female","82","Black or African American","Not Hispanic or Latino","700 WOODBOURNE AVE","Northern","Mid-Govans",39.354963,-76.604323,"Park","6:45","p.m."
"102","5/3/2025","Robbery","Inside","Personal weapons","Female","18","None reported","Hispanic or Latino","4600 REISTERSTOWN RD","Northwest","Lucille Park",39.340379,-76.671832,"Other/residential","8:30","p.m."
"103","4/21/2025","Robbery","Inside","None reported","Male","38","Asian","Unknown","3500 BOSTON ST","Southeast","Canton",39.27722,-76.567405,"Convenience store","12:30","a.m."
"104","4/21/2025","Robbery","Inside","None reported","Female","42","White","Unknown","3500 BOSTON ST","Southeast","Canton",39.27722,-76.567405,"Convenience store","12:30","a.m."
"105","4/21/2025","Robbery - commercial","Inside","None reported","None reported","None reported","None reported","None Reported","3500 BOSTON ST","Southeast","Canton",39.27722,-76.567405,"Convenience store","12:30","a.m."
"106","4/22/2025","Robbery","Outside","None reported","Female","25","Black or African American","Unknown","","Western","Heritage Crossing",39.294608,-76.628021,"Street","12:00","a.m."
"107","4/22/2025","Robbery","Inside","Personal weapons","Male","59","Black or African American","Not Hispanic or Latino","2400 W COLD SPRING LN","Northern","Greenspring",39.340723,-76.658978,"Other/residential","9:05","a.m."
"108","4/22/2025","Robbery","Inside","Personal weapons","Male","35","Black or African American","Not Hispanic or Latino","2400 W COLD SPRING LN","Northern","Greenspring",39.340723,-76.658978,"Other/residential","9:05","a.m."
"109","4/22/2025","Robbery","Inside","Personal weapons","Female","54","Black or African American","Not Hispanic or Latino","2400 W COLD SPRING LN","Northern","Greenspring",39.340723,-76.658978,"Other/residential","9:05","a.m."
"110","4/22/2025","Robbery","Outside","Personal weapons","Female","19","Black or African American","Not Hispanic or Latino","3800 W FOREST PARK AVE","Northwest","Forest Park",39.326306,-76.68225,"Street","3:00","p.m."
"111","4/22/2025","Robbery","Inside","Personal weapons","Female","34","White","Not Hispanic or Latino","1100 WALNUT AVE","Southwest","Rognel Heights",39.296709,-76.69166,"Other/residential","3:30","p.m."
"112","4/22/2025","Robbery","Outside","Personal weapons","Male","18","White","Unknown","1200 W 36TH ST","Northern","Hampden",39.330639,-76.63579,"Park","7:10","p.m."
"113","4/22/2025","Robbery - carjacking","Outside","Personal weapons","Male","36","Unknown","Hispanic or Latino","100 S MONROE ST","Southwest","Carrollton Ridge",39.286105,-76.646886,"Street","8:50","p.m."
"114","4/23/2025","Robbery","Inside","Personal weapons","Male","24","Black or African American","Unknown","700 RESERVOIR ST","Western","Reservoir Hill",39.312723,-76.629264,"Other/residential","12:00","a.m."
"115","4/23/2025","Robbery - carjacking","Outside","Handgun","Male","35","None reported","Not Hispanic or Latino","100 SORRENTO AVE","Southwest","Irvington",39.282445,-76.691167,"Street","1:07","a.m."
"116","4/23/2025","Robbery","Outside","Unknown","Male","61","Black or African American","Not Hispanic or Latino","1100 W 41ST ST","Northern","Hoes Heights",39.337916,-76.636198,"Street","2:20","a.m."
"117","4/23/2025","Robbery","Outside","Personal weapons","Female","17","Black or African American","Not Hispanic or Latino","4000 BELLE AVE","Northwest","Dorchester",39.333537,-76.683848,"Street","10:50","a.m."
"118","4/23/2025","Robbery","Inside","None reported","Male","13","Black or African American","Not Hispanic or Latino","800 E 43RD ST","Northern","Wilson Park",39.342406,-76.604508,"School","8:20","p.m."
"119","4/24/2025","Robbery","Inside","Personal weapons","Female","32","Black or African American","Not Hispanic or Latino","1700 N CAREY ST","Western","Sandtown-Winchester",39.308966,-76.643032,"Other/residential","4:06","a.m."
"120","4/24/2025","Robbery","Inside","Personal weapons","Male","18","Black or African American","Not Hispanic or Latino","1100 E BELVEDERE AVE","Northeast","Glen Oaks",39.360044,-76.597495,"Unknown","5:50","a.m."
"121","4/24/2025","Robbery","Outside","Personal weapons","Female","28","Unknown","Hispanic or Latino","400 E PATAPSCO AVE","Southern","Brooklyn",39.237294,-76.605306,"Street","3:40","p.m."
"122","4/24/2025","Robbery","Outside","Handgun","Female","13","White","Not Hispanic or Latino","5100 YORK RD","Northern","Winston-Govans",39.350171,-76.60963,"Gas station","11:13","p.m."
"123","4/25/2025","Robbery","Outside","Firearm","Male","14","Black or African American","Unknown","600 E 29TH ST","Northern","Better Waverly",39.323847,-76.608417,"Street","12:00","a.m."
"124","4/25/2025","Robbery - carjacking","Outside","Motor vehicle vessel","Female","33","Black or African American","Not Hispanic or Latino","1 E EAGER ST","Central","Mount Vernon",39.300956,-76.615807,"Street","2:45","a.m."
"125","4/25/2025","Robbery - carjacking","Outside","Handgun","Male","50","White","Unknown","400 S AUGUSTA AVE","Southwest","Irvington",39.279895,-76.684605,"Street","2:50","a.m."
"126","4/25/2025","Robbery","Outside","Blunt object","Female","26","White","Unknown","100 N LINWOOD AVE","Southeast","Patterson Park Neighborhood",39.293402,-76.576332,"Street","3:00","a.m."
"127","4/25/2025","Robbery","Outside","Handgun","Male","59","Black or African American","Unknown","1300 N LUZERNE AVE","Eastern","Berea",39.305187,-76.599979,"Street","3:30","a.m."
"128","4/25/2025","Robbery","Outside","Unknown","Male","46","None reported","Unknown","1000 W CROSS ST","Southern","Washington Village/Pigtown",39.280624,-76.629596,"Street","4:48","a.m."
"129","4/25/2025","Robbery - carjacking","Outside","Handgun","Male","30","None reported","Hispanic or Latino","5 WASHBURN AVE","Southern","Brooklyn",39.236668,-76.610856,"Street","9:35","a.m."
"130","4/25/2025","Robbery","Outside","Personal weapons","Female","33","Black or African American","Not Hispanic or Latino","100 E REDWOOD ST","Central","Downtown",39.288811,-76.612769,"Street","10:53","a.m."
"131","4/25/2025","Robbery","Inside","Other","Female","48","Black or African American","Unknown","30 LIGHT ST","Central","Downtown",39.287988,-76.613723,"Convenience store","11:55","a.m."
"132","4/25/2025","Robbery - commercial","Inside","Other","None reported","None reported","None reported","None Reported","30 LIGHT ST","Central","Downtown",39.287988,-76.613723,"Convenience store","11:55","a.m."
"133","4/25/2025","Robbery","Outside","Handgun","Female","29","Black or African American","Hispanic or Latino","900 PENNSYLVANIA AVE","Western","Heritage Crossing",39.296894,-76.626348,"Street","6:45","p.m."
"134","4/25/2025","Robbery","Outside","Handgun","Male","16","Black or African American","Unknown","3100 HARFORD RD","Eastern","Coldstream Homestead Montebello",39.326018,-76.585469,"Street","7:40","p.m."
"135","4/25/2025","Robbery - commercial","Inside","Handgun","None reported","None reported","None reported","None Reported","2000 EDMONDSON AVE","Western","Midtown-Edmondson",39.295126,-76.649672,"Convenience store","11:11","p.m."
"136","4/25/2025","Robbery","Inside","Handgun","Male","34","Black or African American","Unknown","2000 EDMONDSON AVE","Western","Midtown-Edmondson",39.295126,-76.649672,"Convenience store","11:11","p.m."
"137","4/26/2025","Robbery","Inside","Personal weapons","Female","29","Black or African American","Unknown","3000 W LANVALE ST","Western","Franklintown Road",39.297138,-76.66713,"Other/residential","6:15","a.m."
"138","4/26/2025","Robbery - carjacking","Outside","Handgun","Female","36","Black or African American","Unknown","3100 ARTABAN PL","Northwest","Hanlon-Longwood",39.317859,-76.66999,"Street","6:30","a.m."
"139","4/26/2025","Robbery","Inside","Other","Male","21","Asian","Unknown","2800 GREENMOUNT AVE","Northern","Better Waverly",39.323163,-76.609366,"Convenience store","4:43","p.m."
"140","4/26/2025","Robbery","Inside","Other","Male","22","Asian","Unknown","2800 GREENMOUNT AVE","Northern","Better Waverly",39.323163,-76.609366,"Convenience store","4:43","p.m."
"141","4/26/2025","Robbery - commercial","Inside","Other","None reported","None reported","None reported","None Reported","2800 GREENMOUNT AVE","Northern","Better Waverly",39.323163,-76.609366,"Convenience store","4:43","p.m."
"142","4/26/2025","Robbery","Outside","Knife/cutting instrument","Female","28","Black or African American","Unknown","1600 W NORTH AVE","Western","Penn North",39.303968,-76.635289,"Street","6:30","p.m."
"143","4/26/2025","Robbery","Outside","Other firearm","Male","18","Black or African American","Unknown","2400 FREDERICK AVE","Southwest","Shipley Hill",39.284236,-76.654612,"Street","11:50","p.m."
"144","4/14/2025","Robbery","Outside","Personal weapons","Male","13","Black or African American","Not Hispanic or Latino","30 S CALVERT ST","Central","Downtown",39.288222,-76.612092,"Street","2:13","a.m."
