"","crime_date","description","inside_outside","weapon","gender","age","race","ethnicity","location","new_district","neighborhood","latitude","longitude","premise_type","zt","zap"
"13","10/7/2025","Aggravated assault","Outside","Personal weapons","Male","32","None reported","Unknown","2600 ALASKA ST","Southern","Westport",39.262125,-76.640072,"Street","6:07","a.m."
"14","10/7/2025","Aggravated assault","Outside","Firearm","Male","27","Black or African American","Unknown","100 E FAYETTE ST","Central","Downtown",39.290489,-76.613838,"Street","7:40","a.m."
"15","10/7/2025","Aggravated assault","Inside","Personal weapons","Female","20","Black or African American","Not Hispanic or Latino","1500 RAMSAY ST","Southwest","Mount Clare",39.283196,-76.64102,"Other/residential","1:30","p.m."
"16","10/7/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","20","Black or African American","Not Hispanic or Latino","3800 EGERTON RD","Northwest","Callaway-Garrison",39.328258,-76.680674,"Street","1:50","p.m."
"17","10/7/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","34","None reported","Unknown","3400 9TH ST","Southern","Fairfield Area",39.237985,-76.595517,"Shed/garage","3:17","p.m."
"18","10/7/2025","Aggravated assault","Inside","Blunt object","Female","17","None reported","Not Hispanic or Latino","2200 PINEWOOD AVE","Northeast","Hamilton Hills",39.366111,-76.570383,"School","3:50","p.m."
"19","10/7/2025","Aggravated assault","Inside","Knife/cutting instrument","Male","46","Black or African American","Unknown","100 W 29TH ST","Northern","Charles Village",39.322928,-76.619837,"Other/residential","5:14","p.m."
"20","10/7/2025","Aggravated assault","Inside","Knife/cutting instrument","Male","59","Black or African American","Unknown","200 N GILMOR ST","Southwest","Franklin Square",39.291612,-76.64239,"Other/residential","6:51","p.m."
"21","10/7/2025","Aggravated assault","Inside","Knife/cutting instrument","Female","40","Black or African American","Not Hispanic or Latino","900 W LOMBARD ST","Southwest","Hollins Market",39.286679,-76.632772,"Other/residential","10:30","p.m."
"22","10/8/2025","Aggravated assault","Outside","Blunt object","Female","8","Black or African American","Unknown","500 W PRESTON ST","Western","Upton",39.298909,-76.62674,"Street","1:00","a.m."
"23","10/8/2025","Aggravated assault","Outside","Handgun","Female","28","Black or African American","Not Hispanic or Latino","3 N FULTON AVE","Southwest","Franklin Square",39.288527,-76.645021,"Street","5:30","a.m."
"24","10/8/2025","Aggravated assault","Inside","Blunt object","Male","34","None reported","Hispanic or Latino","700 N ROSE ST","Southeast","Milton-Montford",39.299491,-76.581766,"Other/residential","10:50","a.m."
"25","10/8/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","53","Black or African American","Not Hispanic or Latino","200 E PRATT ST","Central","Inner Harbor",39.286624,-76.612057,"Boat yard","10:50","a.m."
"26","10/8/2025","Aggravated assault","Inside","Personal weapons","Female","35","Black or African American","Not Hispanic or Latino","2900 CARVER RD","Southern","Cherry Hill",39.24607,-76.625247,"Other/residential","12:30","p.m."
"27","10/8/2025","Aggravated assault","Outside","Blunt object","Male","38","Black or African American","Unknown","4100 GELSTON DR","Southwest","Edmondson Village",39.295612,-76.68418,"Street","1:09","p.m."
"28","10/8/2025","Aggravated assault","Inside","Personal weapons","Female","29","Black or African American","Unknown","600 BARTLETT AVE","Eastern","East Baltimore Midway",39.316324,-76.606858,"Other/residential","5:07","p.m."
"29","10/8/2025","Aggravated assault","Outside","Asphyxiation","Female","31","Black or African American","Unknown","200 E SARATOGA ST","Central","Downtown",39.292443,-76.612466,"Street","7:39","p.m."
"30","10/8/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","43","White","Unknown","3200 E FAIRMOUNT AVE","Southeast","Patterson Park Neighborhood",39.293668,-76.57203,"Street","10:05","p.m."
"31","10/8/2025","Aggravated assault","Outside","Handgun","Male","14","Black or African American","Unknown","1000 E 25TH ST","Eastern","Coldstream Homestead Montebello",39.317766,-76.599859,"Street","10:40","p.m."
"32","10/8/2025","Aggravated assault","Outside","Handgun","Male","16","Black or African American","Unknown","1000 E 25TH ST","Eastern","Coldstream Homestead Montebello",39.317766,-76.599859,"Street","10:40","p.m."
"33","10/8/2025","Aggravated assault","Outside","Handgun","Female","12","Black or African American","Unknown","1000 E 25TH ST","Eastern","Coldstream Homestead Montebello",39.317766,-76.599859,"Street","10:40","p.m."
"34","10/9/2025","Aggravated assault","Outside","Unknown","Male","42","Black or African American","Not Hispanic or Latino","1300 PONTIAC AVE","Southern","Curtis Bay",39.23178,-76.592829,"Street","12:24","a.m."
"35","10/9/2025","Aggravated assault","Outside","Blunt object","Female","19","Black or African American","Not Hispanic or Latino","400 SAINT PAUL PL","Central","Downtown",39.294789,-76.613516,"Street","2:13","a.m."
"36","10/9/2025","Aggravated assault","Outside","Blunt object","Male","52","Black or African American","Unknown","400 SAINT PAUL PL","Central","Downtown",39.294789,-76.613516,"Street","2:13","a.m."
"37","10/9/2025","Aggravated assault","Outside","Blunt object","Female","51","Black or African American","Not Hispanic or Latino","3700 HAYWARD AVE","Northwest","Arlington",39.347067,-76.682866,"Shed/garage","4:05","a.m."
"38","10/9/2025","Aggravated assault","Inside","Fire incendiary device","Male","28","Black or African American","Not Hispanic or Latino","1400 W SARATOGA ST","Southwest","Franklin Square",39.292294,-76.640441,"Other/residential","11:10","a.m."
"39","10/9/2025","Aggravated assault","Inside","Fire incendiary device","Male","2","Black or African American","Unknown","1400 W SARATOGA ST","Southwest","Franklin Square",39.292294,-76.640441,"Other/residential","11:10","a.m."
"40","10/9/2025","Aggravated assault","Inside","Personal weapons","Female","41","Black or African American","Not Hispanic or Latino","1600 N FULTON AVE","Western","Sandtown-Winchester",39.30734,-76.646578,"Other/residential","12:30","p.m."
"41","10/9/2025","Aggravated assault","Outside","Handgun","Male","33","White","Hispanic or Latino","3400 ELMORA AVE","Eastern","Four By Four",39.316053,-76.575111,"Street","1:45","p.m."
"42","10/9/2025","Aggravated assault","Inside","Other","Male","65","White","Not Hispanic or Latino","1600 LOCUST ST","Southern","Curtis Bay",39.226684,-76.588042,"Other/residential","3:51","p.m."
"43","10/9/2025","Aggravated assault","Inside","Blunt object","Female","22","Black or African American","Not Hispanic or Latino","400 N STREEPER ST","Southeast","Mcelderry Park",39.296526,-76.577318,"Other/residential","4:45","p.m."
"44","10/9/2025","Aggravated assault","Outside","Handgun","Female","23","Black or African American","Not Hispanic or Latino","3100 SEQUOIA AVE","Northwest","East Arlington",39.328058,-76.665514,"Street","10:00","p.m."
"45","10/9/2025","Aggravated assault","Outside","Personal weapons","Male","28","Black or African American","Unknown","500 S BROADWAY","Central","Fells Point",39.285453,-76.593772,"Street","11:40","p.m."
"46","10/10/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","50","White","Unknown","3900 LABYRINTH RD","Northwest","Fallstaff",39.361614,-76.706125,"Street","12:40","a.m."
"47","10/10/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","20","White","Unknown","3900 LABYRINTH RD","Northwest","Fallstaff",39.361614,-76.706125,"Street","12:40","a.m."
"48","10/10/2025","Aggravated assault","Inside","Other","Male","52","Black or African American","Not Hispanic or Latino","3000 MAYFIELD AVE","Eastern","Belair-Edison",39.321455,-76.571173,"Other/residential","3:20","a.m."
"49","10/10/2025","Aggravated assault","Inside","Blunt object","Male","52","Black or African American","Not Hispanic or Latino","2800 E FEDERAL ST","Eastern","Berea",39.30886,-76.578512,"Other/residential","6:00","a.m."
"50","10/10/2025","Aggravated assault","Inside","Blunt object","Female","59","Black or African American","Not Hispanic or Latino","2800 E FEDERAL ST","Eastern","Berea",39.30886,-76.578512,"Other/residential","6:00","a.m."
"51","10/10/2025","Aggravated assault","Inside","Personal weapons","Female","21","Black or African American","Not Hispanic or Latino","1600 MOUNTMOR CT","Western","Sandtown-Winchester",39.307814,-76.644742,"Other/residential","11:00","a.m."
"52","10/10/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","58","Black or African American","Unknown","1900 W LEXINGTON ST","Southwest","Penrose/Fayette Street Outreach",39.290339,-76.64846,"Street","11:30","a.m."
"53","10/10/2025","Aggravated assault","Inside","Other","Male","50","Black or African American","Unknown","2000 MARYLAND AVE","Eastern","Charles North",39.312517,-76.61832,"Grocery/confection","2:20","p.m."
"54","10/10/2025","Aggravated assault","Inside","Other","Male","58","Black or African American","Not Hispanic or Latino","3900 FORDLEIGH RD","Northwest","Glen",39.356011,-76.698054,"Unknown","3:25","p.m."
"55","10/10/2025","Aggravated assault","Inside","Knife/cutting instrument","Male","25","Black or African American","Not Hispanic or Latino","4600 PEN LUCY RD","Southwest","Tremont",39.285159,-76.694908,"Other/residential","3:40","p.m."
"56","10/10/2025","Aggravated assault","Inside","Blunt object","Female","35","White","Not Hispanic or Latino","700 S BROADWAY","Central","Fells Point",39.283013,-76.593615,"Other/residential","4:30","p.m."
"57","10/10/2025","Aggravated assault","Outside","Personal weapons","Female","36","Black or African American","Not Hispanic or Latino","1600 EDMONDSON AVE","Western","Harlem Park",39.29513,-76.64394,"Street","7:07","p.m."
"58","10/10/2025","Aggravated assault","Inside","Blunt object","Female","27","Black or African American","Unknown","5200 HARFORD RD","Northeast","Waltherson",39.349503,-76.563438,"Other/residential","8:42","p.m."
"59","10/10/2025","Aggravated assault","Inside","Personal weapons","None reported","None reported","None reported","None Reported","5200 HARFORD RD","Northeast","Waltherson",39.349503,-76.563438,"Other/residential","8:42","p.m."
"60","10/10/2025","Aggravated assault","Inside","Personal weapons","Female","16","Black or African American","Unknown","5200 HARFORD RD","Northeast","Waltherson",39.349503,-76.563438,"Other/residential","8:42","p.m."
"61","10/10/2025","Aggravated assault","Inside","Personal weapons","Female","42","Black or African American","Not Hispanic or Latino","5200 HARFORD RD","Northeast","Waltherson",39.349503,-76.563438,"Other/residential","8:42","p.m."
"62","10/10/2025","Aggravated assault","Outside","Other","Female","36","Black or African American","Not Hispanic or Latino","2800 CHESLEY AVE","Northeast","North Harford Road",39.366483,-76.552401,"Street","9:45","p.m."
"63","10/10/2025","Aggravated assault","Inside","Other","Female","36","Black or African American","Not Hispanic or Latino","2800 CHESLEY AVE","Northeast","North Harford Road",39.366483,-76.552401,"Other/residential","9:45","p.m."
"64","10/11/2025","Aggravated assault","Inside","Firearm","Female","22","White","Hispanic or Latino","6500 SAINT HELENA AVE","Southeast","Saint Helena",39.259703,-76.531792,"Other/residential","5:35","a.m."
"65","10/11/2025","Aggravated assault","Inside","Handgun","Female","25","Black or African American","Not Hispanic or Latino","4900 GOODNOW RD","Northeast","Frankford",39.326119,-76.549253,"Other/residential","6:00","a.m."
"66","10/11/2025","Aggravated assault","Inside","Blunt object","Male","48","Unknown","Hispanic or Latino","3400 E LOMBARD ST","Southeast","Baltimore Highlands",39.291514,-76.568187,"Other/residential","6:55","a.m."
"67","10/11/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","45","Black or African American","Unknown","2800 ELGIN AVE","Western","Panway/Braddish Avenue",39.312954,-76.664814,"Street","5:50","p.m."
"68","10/11/2025","Aggravated assault","Inside","Knife/cutting instrument","Female","38","Black or African American","Not Hispanic or Latino","1500 N BROADWAY","Eastern","Oliver",39.308342,-76.595201,"Other/residential","9:40","p.m."
"69","10/12/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","26","Black or African American","Unknown","2600 PELHAM AVE","Eastern","Belair-Edison",39.326981,-76.574722,"Street","12:30","a.m."
"70","10/12/2025","Aggravated assault","Outside","Personal weapons","Female","27","Black or African American","Not Hispanic or Latino","2600 PELHAM AVE","Eastern","Belair-Edison",39.326981,-76.574722,"Street","12:30","a.m."
"71","10/12/2025","Aggravated assault","Inside","Handgun","Female","38","Black or African American","Unknown","2100 DIVISION ST","Western","Druid Heights",39.307841,-76.638152,"Other/residential","1:00","a.m."
"72","10/12/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","32","None reported","Unknown","4500 FALLS RD","Northern","Roland Park",39.343642,-76.640111,"Gas station","2:20","a.m."
"73","10/12/2025","Aggravated assault","Inside","Blunt object","Female","21","Black or African American","Hispanic or Latino","500 S LEHIGH ST","Southeast","Greektown",39.286643,-76.557861,"Restaurant","4:00","a.m."
"74","10/12/2025","Aggravated assault","Inside","Firearm","Female","37","Black or African American","Unknown","1300 PRESSTMAN ST","Western","Sandtown-Winchester",39.305349,-76.64017,"Tavern/night club","6:15","a.m."
"75","10/12/2025","Aggravated assault","Inside","Personal weapons","Female","24","Black or African American","Not Hispanic or Latino","3300 LAKE AVE","Eastern","Belair-Edison",39.320855,-76.56932,"Other/residential","6:30","a.m."
"76","10/12/2025","Aggravated assault","Outside","Motor vehicle vessel","Male","33","Black or African American","Not Hispanic or Latino","6900 MCCLEAN BLVD","Northeast","Hamilton Hills",39.370376,-76.565437,"Shed/garage","7:20","a.m."
"77","10/12/2025","Aggravated assault","Inside","Personal weapons","Male","47","Black or African American","Not Hispanic or Latino","1000 N BOND ST","Central","Gay Street",39.302606,-76.596164,"Other/residential","11:00","a.m."
"78","10/12/2025","Aggravated assault","Inside","Other","Male","25","Black or African American","Not Hispanic or Latino","3600 HILLSDALE RD","Northwest","Howard Park",39.331613,-76.693495,"Other/residential","1:00","p.m."
"79","10/12/2025","Aggravated assault","Outside","Blunt object","Male","46","White","Hispanic or Latino","500 N BOULDIN ST","Southeast","Ellwood Park/Monument",39.297301,-76.57158,"Street","8:00","p.m."
"80","10/12/2025","Aggravated assault","Inside","Handgun","Female","40","Black or African American","Unknown","6000 ARIZONA AVE","Northeast","Cedonia",39.335538,-76.531735,"Other/residential","8:10","p.m."
"81","10/12/2025","Aggravated assault","Inside","Blunt object","Male","26","Black or African American","Not Hispanic or Latino","5000 TRUESDALE AVE","Northeast","Frankford",39.318933,-76.545056,"Other/residential","11:03","p.m."
"82","9/30/2025","Aggravated assault","Inside","Blunt object","Male","44","White","Unknown","1200 E LANVALE ST","Eastern","Oliver",39.309199,-76.601304,"Other/residential","12:40","a.m."
"83","9/30/2025","Aggravated assault","Outside","Personal weapons","Male","54","Black or African American","Not Hispanic or Latino","3500 WILKENS AVE","Southwest","Saint Agnes",39.27448,-76.675687,"Shed/garage","1:30","a.m."
"84","9/30/2025","Aggravated assault","Outside","Blunt object","Female","29","Black or African American","Not Hispanic or Latino","2800 PELHAM AVE","Eastern","Belair-Edison",39.325721,-76.57204,"Street","3:30","a.m."
"85","9/30/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","52","White","Not Hispanic or Latino","600 WASHINGTON PL","Central","Mount Vernon",39.297541,-76.615671,"Street","4:20","a.m."
"86","9/30/2025","Aggravated assault","Inside","Personal weapons","Male","43","White","Not Hispanic or Latino","200 S CALHOUN ST","Southwest","Mount Clare",39.284648,-76.639152,"Other/residential","4:59","a.m."
"87","9/30/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","51","White","Not Hispanic or Latino","5100 REISTERSTOWN RD","Northwest","Woodmere",39.342031,-76.68254,"Gas station","6:00","a.m."
"88","9/30/2025","Aggravated assault","Inside","Other","Male","46","White","Not Hispanic or Latino","3700 COLUMBUS DR","Northwest","Dolfield",39.338791,-76.677409,"Other/residential","9:40","a.m."
"89","9/30/2025","Aggravated assault","Outside","Personal weapons","Female","17","Black or African American","Not Hispanic or Latino","3200 W BELVEDERE AVE","Northwest","Arlington",39.348889,-76.676334,"Street","11:30","a.m."
"90","9/30/2025","Aggravated assault","Inside","Knife/cutting instrument","Female","28","White","Hispanic or Latino","2900 RIDGEWOOD AVE","Northwest","Towanda-Grantley",39.33879,-76.671344,"Other/residential","12:32","p.m."
"91","9/30/2025","Aggravated assault","Inside","Knife/cutting instrument","Male","43","Black or African American","Not Hispanic or Latino","900 BETHUNE RD","Southern","Cherry Hill",39.24464,-76.624527,"Other/residential","1:30","p.m."
"92","9/30/2025","Aggravated assault","Inside","Shotgun","Male","65","Black or African American","Not Hispanic or Latino","100 ALLENDALE ST","Southwest","Allendale",39.28997,-76.678423,"Other/residential","2:40","p.m."
"93","9/30/2025","Aggravated assault","Inside","Personal weapons","Female","32","Black or African American","Not Hispanic or Latino","4400 LAPLATA AVE","Northern","Medfield",39.342514,-76.644836,"Other/residential","3:40","p.m."
"94","9/30/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","None reported","Black or African American","Not Hispanic or Latino","800 SAINT PAUL ST","Central","Mount Vernon",39.299332,-76.614004,"Street","4:20","p.m."
"95","9/30/2025","Aggravated assault","Outside","Firearm","Female","4","Black or African American","Not Hispanic or Latino","3700 HARLEM AVE","Southwest","Edgewood",39.295329,-76.678941,"Street","7:12","p.m."
"96","9/30/2025","Aggravated assault","Outside","Firearm","Male","32","Black or African American","Hispanic or Latino","3700 HARLEM AVE","Southwest","Edgewood",39.295329,-76.678941,"Street","7:12","p.m."
"97","9/30/2025","Aggravated assault","Inside","Personal weapons","Female","36","Black or African American","Unknown","6500 EBERLE DR","Northwest","Reisterstown Station",39.353724,-76.706987,"Other/residential","9:00","p.m."
"98","9/30/2025","Aggravated assault","Outside","Handgun","Female","57","Black or African American","Not Hispanic or Latino","700 DENISON ST","Southwest","Edgewood",39.295624,-76.674232,"Street","10:50","p.m."
"99","9/30/2025","Aggravated assault","Outside","Handgun","Male","63","Black or African American","Not Hispanic or Latino","700 DENISON ST","Southwest","Edgewood",39.295624,-76.674232,"Street","10:50","p.m."
"100","9/30/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","29","White","Not Hispanic or Latino","2100 N FULTON AVE","Western","Penn North",39.312236,-76.646305,"Street","10:57","p.m."
"101","10/1/2025","Aggravated assault","Inside","Knife/cutting instrument","Female","43","Black or African American","Not Hispanic or Latino","200 N FULTON AVE","Southwest","Franklin Square",39.290726,-76.645491,"Unknown","12:48","a.m."
"102","10/1/2025","Aggravated assault","Outside","Handgun","Female","29","Black or African American","Not Hispanic or Latino","5900 FALKIRK RD","Northeast","Ramblewood",39.363137,-76.588632,"Street","1:15","a.m."
"103","10/1/2025","Aggravated assault","Outside","Unknown","Male","42","Black or African American","Not Hispanic or Latino","3700 REISTERSTOWN RD","Northern","Park Circle",39.331056,-76.661534,"Street","7:20","a.m."
"104","10/1/2025","Aggravated assault","Outside","Other","Male","50","Black or African American","Unknown","200 W SARATOGA ST","Central","Downtown",39.292772,-76.619073,"Shed/garage","10:45","a.m."
"105","10/1/2025","Aggravated assault","Outside","Other","Female","43","None reported","Not Hispanic or Latino","200 W SARATOGA ST","Central","Downtown",39.292772,-76.619073,"Shed/garage","10:45","a.m."
"106","10/1/2025","Aggravated assault","Outside","Other","Male","63","White","Not Hispanic or Latino","700 E PRATT ST","Central","Inner Harbor",39.285853,-76.605573,"Street","10:50","a.m."
"107","10/1/2025","Aggravated assault","Outside","Firearm","Male","51","White","Not Hispanic or Latino","4800 ERDMAN AVE","Eastern","Armistead Gardens",39.30755,-76.559402,"Street","1:06","p.m."
"108","10/1/2025","Aggravated assault","Inside","Blunt object","Female","35","Black or African American","Not Hispanic or Latino","3000 THORNDALE AVE","Northern","Central Park Heights",39.347053,-76.669704,"Other/residential","1:30","p.m."
"109","10/1/2025","Aggravated assault","Inside","Blunt object","Male","38","Black or African American","Not Hispanic or Latino","500 N ATHOL AVE","Southwest","Allendale",39.292545,-76.688658,"School","1:30","p.m."
"110","10/1/2025","Aggravated assault","Inside","Personal weapons","Female","24","Black or African American","Unknown","800 PRIMSON AVE","Southwest","Saint Agnes",39.273362,-76.67449,"Other/residential","3:00","p.m."
"111","10/1/2025","Aggravated assault","Inside","Blunt object","Male","None reported","White","Hispanic or Latino","1600 PUMPHREY ST","Southeast","Broening Manor",39.273508,-76.538141,"Other/residential","3:30","p.m."
"112","10/1/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","43","White","Not Hispanic or Latino","300 S MONROE ST","Southwest","Carrollton Ridge",39.283289,-76.646806,"Street","5:30","p.m."
"113","10/1/2025","Aggravated assault","Inside","Handgun","Female","28","Black or African American","Unknown","700 CHESTNUT HILL AVE","Northern","Waverly",39.334038,-76.605404,"Other/residential","6:00","p.m."
"114","10/1/2025","Aggravated assault","Outside","Handgun","Male","34","Black or African American","Not Hispanic or Latino","200 N CAROLINE ST","Central","Dunbar-Broadway",39.294367,-76.597424,"Street","8:45","p.m."
"115","10/1/2025","Aggravated assault","Outside","Blunt object","Male","35","Black or African American","Unknown","5500 PARK HEIGHTS AVE","Northwest","Arlington",39.351934,-76.684525,"Shed/garage","9:35","p.m."
"116","10/1/2025","Aggravated assault","Inside","Blunt object","Female","22","Black or African American","Unknown","3600 BOSTON ST","Southeast","Brewers Hill",39.277993,-76.56613,"Restaurant","9:40","p.m."
"117","10/1/2025","Aggravated assault","Outside","Blunt object","Female","54","White","Not Hispanic or Latino","200 SOUTH PRESIDENT STREET","Central","Inner Harbor",39.286873,-76.604228,"Street","11:00","p.m."
"118","10/2/2025","Aggravated assault","Inside","Unknown","Male","31","Black or African American","Not Hispanic or Latino","1900 WILHELM ST","Southwest","Carrollton Ridge",39.283773,-76.647412,"Other/residential","2:57","a.m."
"119","10/2/2025","Aggravated assault","Inside","Personal weapons","Female","37","None reported","Unknown","4100 NORFOLK AVE","Northwest","West Forest Park",39.323309,-76.687103,"Other/residential","5:00","a.m."
"120","10/2/2025","Aggravated assault","Inside","Personal weapons","Male","19","Black or African American","Not Hispanic or Latino","4100 NORFOLK AVE","Northwest","West Forest Park",39.323309,-76.687103,"Other/residential","5:00","a.m."
"121","10/2/2025","Aggravated assault","Inside","Personal weapons","Female","31","Black or African American","Not Hispanic or Latino","2100 ALLENDALE RD","Northwest","Mount Holly",39.312175,-76.679529,"Other/residential","3:00","p.m."
"122","10/2/2025","Aggravated assault","Inside","Other","Female","34","Black or African American","Not Hispanic or Latino","3000 BRIGHTON ST","Northwest","Rosemont",39.305039,-76.667603,"Other/residential","5:10","p.m."
"123","10/2/2025","Aggravated assault","Inside","Personal weapons","Male","20","Black or African American","Not Hispanic or Latino","3600 GLENMORE AVE","Northeast","Hamilton",39.353254,-76.544022,"Other/residential","7:36","p.m."
"124","10/3/2025","Aggravated assault","Inside","Knife/cutting instrument","Male","43","Black or African American","Not Hispanic or Latino","2400 FREDERICK AVE","Southwest","Millhill",39.282461,-76.655203,"Shopping malls/cntr","12:00","a.m."
"125","10/3/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","49","White","Not Hispanic or Latino","5900 BENTON HEIGHTS AVE","Northeast","Hamilton",39.346735,-76.543493,"Street","12:00","a.m."
"126","10/3/2025","Aggravated assault","Inside","Asphyxiation","Female","38","Black or African American","Not Hispanic or Latino","2600 HURON ST","Southern","Mount Winans",39.26106,-76.644782,"Other/residential","12:34","a.m."
"127","10/3/2025","Aggravated assault","Outside","Personal weapons","Female","44","Black or African American","Unknown","5500 HARFORD RD","Northeast","Hamilton Hills",39.352664,-76.56151,"Shed/garage","3:30","a.m."
"128","10/3/2025","Aggravated assault","Outside","Blunt object","Female","34","White","Not Hispanic or Latino","500 N MONTFORD AVE","Southeast","Mcelderry Park",39.296982,-76.583782,"Street","4:50","a.m."
"129","10/3/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","33","Black or African American","Not Hispanic or Latino","1200 W MOUNT ROYAL AVE","Central","Mid-Town Belvedere",39.306739,-76.62039,"Street","5:30","a.m."
"130","10/3/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","32","Black or African American","Not Hispanic or Latino","1200 W MOUNT ROYAL AVE","Central","Mid-Town Belvedere",39.306739,-76.62039,"Street","5:30","a.m."
"131","10/3/2025","Aggravated assault","Outside","Motor vehicle vessel","Male","34","Black or African American","Unknown","2000 N BROADWAY","Eastern","East Baltimore Midway",39.313242,-76.597383,"Street","5:35","a.m."
"132","10/3/2025","Aggravated assault","Outside","Other","Female","41","Black or African American","Not Hispanic or Latino","","Eastern","Orangeville Industrial Area",39.306189,-76.572793,"Street","1:10","p.m."
"133","10/3/2025","Aggravated assault","Inside","Other","Female","50","Black or African American","Not Hispanic or Latino","100 W 29TH ST","Northern","Charles Village",39.322928,-76.619837,"Other/residential","4:10","p.m."
"134","10/3/2025","Aggravated assault","Inside","Knife/cutting instrument","Female","36","Black or African American","Unknown","3700 OLD YORK RD","Northern","Waverly",39.335282,-76.607256,"Other/residential","6:00","p.m."
"135","10/3/2025","Aggravated assault","Outside","Knife/cutting instrument","Male","45","Black or African American","Not Hispanic or Latino","1400 PENNSYLVANIA AVE","Western","Upton",39.301287,-76.632272,"Street","6:45","p.m."
"136","10/3/2025","Aggravated assault","Outside","Firearm","Female","25","Black or African American","Not Hispanic or Latino","1800 N CHARLES ST","Eastern","Charles North",39.309905,-76.616661,"Street","7:30","p.m."
"137","10/3/2025","Aggravated assault","Outside","Personal weapons","Male","58","Black or African American","Unknown","1 N CALVERTON RD","Southwest","Penrose/Fayette Street Outreach",39.287932,-76.653801,"Street","8:52","p.m."
"138","10/3/2025","Aggravated assault","Outside","Motor vehicle vessel","Male","22","Black or African American","Unknown","1 E NORTH AVE","Eastern","Charles North",39.310872,-76.616395,"Street","9:00","p.m."
"139","10/3/2025","Aggravated assault","Inside","Blunt object","Female","32","Black or African American","Not Hispanic or Latino","1100 STODDARD CT","Western","Upton",39.30096,-76.627029,"Other/residential","9:50","p.m."
"140","10/3/2025","Aggravated assault","Outside","Other","Female","48","Black or African American","Unknown","500 N MOUNT ST","Western","Harlem Park",39.29456,-76.644278,"Street","10:15","p.m."
